time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-12-26 11:50:53.482	WT901BLE68(96416FE28A17)	0.829	2.175	2.125	300.293	-188.049	187.927	-17.45	12.77	165.77	8.918	-46.648	-21.070	-0.62091	0.03406	-0.69232	0.36594	23.3	13111	30
2024-12-26 11:50:53.590	WT901BLE68(96416FE28A17)	0.938	1.994	1.437	191.345	-175.476	84.045	9.79	-6.43	179.35	8.918	-46.648	-21.070	-0.62091	0.03406	-0.69232	0.36594	23.3	13111	30
2024-12-26 11:50:53.682	WT901BLE68(96416FE28A17)	0.978	1.779	1.462	122.559	-81.055	114.319	28.47	-21.58	-179.04	8.918	-46.648	-21.070	-0.11304	0.27176	0.27951	0.91385	23.3	13111	30
2024-12-26 11:50:53.804	WT901BLE68(96416FE28A17)	0.869	1.150	1.048	0.305	-227.173	189.941	33.15	-43.63	-175.01	8.918	-46.648	-21.070	-0.11304	0.27176	0.27951	0.91385	23.3	13111	30
2024-12-26 11:50:53.891	WT901BLE68(96416FE28A17)	0.631	0.535	0.535	-71.228	-182.007	148.865	23.86	-69.70	-168.34	-25.186	-47.824	21.168	-0.11304	0.27176	0.27951	0.91385	23.3	13111	30
2024-12-26 11:50:54.13	WT901BLE68(96416FE28A17)	1.201	0.386	0.080	-109.314	-44.067	72.510	-11.93	-78.76	-139.06	-25.186	-47.824	21.168	-0.11304	0.27176	0.27951	0.91385	23.3	13111	30
2024-12-26 11:50:54.82	WT901BLE68(96416FE28A17)	0.923	0.211	-0.573	-119.751	-222.168	95.703	-114.54	-81.56	-45.70	-25.186	-47.824	21.168	-0.15280	0.78220	0.02676	0.60330	23.3	13111	30
2024-12-26 11:50:54.191	WT901BLE68(96416FE28A17)	0.483	0.181	-0.538	-101.440	-80.872	167.358	-138.09	-63.77	-32.60	-25.186	-47.824	21.168	-0.15280	0.78220	0.02676	0.60330	23.3	13111	30
2024-12-26 11:50:54.283	WT901BLE68(96416FE28A17)	0.529	0.157	-0.570	-110.046	12.207	125.916	-135.49	-53.77	-48.61	-33.516	-34.202	23.226	-0.15280	0.78220	0.02676	0.60330	23.3	13111	30
2024-12-26 11:50:54.401	WT901BLE68(96416FE28A17)	0.793	0.102	-0.693	-96.619	64.575	40.527	-139.20	-52.31	-58.24	-33.516	-34.202	23.226	-0.15280	0.78220	0.02676	0.60330	23.3	13111	30
2024-12-26 11:50:54.490	WT901BLE68(96416FE28A17)	1.048	0.004	-0.662	-80.444	36.133	-4.456	-147.09	-55.44	-60.74	-33.516	-34.202	23.226	0.04477	0.79102	-0.33127	0.51227	23.3	13111	30
2024-12-26 11:50:54.612	WT901BLE68(96416FE28A17)	0.911	-0.242	-0.702	-44.800	-12.512	21.423	-151.73	-56.57	-61.94	-33.516	-34.202	23.226	0.04477	0.79102	-0.33127	0.51227	23.3	13111	30
2024-12-26 11:50:54.701	WT901BLE68(96416FE28A17)	0.515	-0.229	-0.511	2.563	19.592	52.490	-149.83	-55.01	-66.53	-38.024	-29.596	9.212	0.04477	0.79102	-0.33127	0.51227	23.3	13111	30
2024-12-26 11:50:54.823	WT901BLE68(96416FE28A17)	0.172	-0.067	-0.296	-4.761	32.349	24.597	-142.49	-55.49	-74.03	-38.024	-29.596	9.212	0.04477	0.79102	-0.33127	0.51227	23.3	13111	30
2024-12-26 11:50:54.882	WT901BLE68(96416FE28A17)	0.321	0.292	-0.184	-82.336	44.006	-79.163	-145.39	-59.78	-74.37	-38.024	-29.596	9.212	0.15271	0.76111	-0.36084	0.51675	23.3	13111	30
2024-12-26 11:50:55.1	WT901BLE68(96416FE28A17)	0.568	0.918	0.016	-134.888	6.470	-207.153	174.69	-65.10	-42.81	-38.024	-29.596	9.212	0.15271	0.76111	-0.36084	0.51675	23.3	13111	30
2024-12-26 11:50:55.92	WT901BLE68(96416FE28A17)	0.833	1.978	0.243	-209.473	-9.033	-286.316	118.81	-49.97	-1.92	-18.130	-48.706	-12.740	0.15271	0.76111	-0.36084	0.51675	23.3	13111	30
2024-12-26 11:50:55.213	WT901BLE68(96416FE28A17)	0.784	2.071	0.110	-273.621	-253.601	-146.545	96.83	-22.82	-12.59	-18.130	-48.706	-12.740	0.15271	0.76111	-0.36084	0.51675	23.3	13111	30
2024-12-26 11:50:55.301	WT901BLE68(96416FE28A17)	0.728	1.723	-0.167	-270.996	-313.354	66.589	78.76	-20.19	-40.70	-18.130	-48.706	-12.740	0.77731	0.37350	-0.45181	-0.22812	23.3	13111	30
2024-12-26 11:50:55.423	WT901BLE68(96416FE28A17)	0.765	1.165	-0.048	-195.984	-129.272	166.565	64.00	-38.06	-57.27	-18.130	-48.706	-12.740	0.77731	0.37350	-0.45181	-0.22812	23.3	13111	30
2024-12-26 11:50:55.484	WT901BLE68(96416FE28A17)	0.710	0.663	0.144	-142.883	-46.082	184.326	44.52	-55.42	-51.36	-33.908	-1.176	-1.960	0.77731	0.37350	-0.45181	-0.22812	23.3	13111	30
2024-12-26 11:50:55.601	WT901BLE68(96416FE28A17)	0.713	0.150	0.086	-101.440	-54.443	177.734	10.97	-68.03	-26.19	-33.908	-1.176	-1.960	0.77731	0.37350	-0.45181	-0.22812	23.3	13111	30
2024-12-26 11:50:55.690	WT901BLE68(96416FE28A17)	0.491	-0.212	0.039	-38.757	-72.754	175.293	-43.26	-70.97	24.31	-33.908	-1.176	-1.960	0.76483	-0.24286	-0.59650	0.01266	23.3	13111	30
2024-12-26 11:50:55.814	WT901BLE68(96416FE28A17)	0.332	-0.431	0.037	-3.662	-66.956	172.852	-75.41	-59.62	56.65	-33.908	-1.176	-1.960	0.76483	-0.24286	-0.59650	0.01266	23.3	13111	30
2024-12-26 11:50:55.900	WT901BLE68(96416FE28A17)	0.083	-0.690	0.026	14.893	-83.374	165.100	-86.98	-44.60	70.94	11.760	25.088	13.524	0.76483	-0.24286	-0.59650	0.01266	23.3	13111	30
2024-12-26 11:50:56.20	WT901BLE68(96416FE28A17)	-0.072	-0.897	0.055	26.062	-72.998	164.551	-90.27	-28.31	79.26	11.760	25.088	13.524	0.76483	-0.24286	-0.59650	0.01266	23.3	13111	30
2024-12-26 11:50:56.113	WT901BLE68(96416FE28A17)	-0.344	-1.017	0.192	29.663	-112.915	151.978	-90.71	-12.40	89.35	11.760	25.088	13.524	0.47879	-0.45889	-0.53003	0.52835	23.3	13111	30
2024-12-26 11:50:56.232	WT901BLE68(96416FE28A17)	-0.375	-1.042	0.307	29.663	-125.244	141.724	-88.10	2.25	99.85	11.760	25.088	13.524	0.47879	-0.45889	-0.53003	0.52835	23.3	13111	30
2024-12-26 11:50:56.290	WT901BLE68(96416FE28A17)	-0.220	-0.856	0.494	19.470	-214.844	167.175	-81.35	16.20	117.89	37.338	-1.470	-17.346	0.47879	-0.45889	-0.53003	0.52835	23.3	13111	30
2024-12-26 11:50:56.413	WT901BLE68(96416FE28A17)	-1.359	-0.587	1.046	-132.935	-257.141	238.281	-72.51	28.59	150.01	37.338	-1.470	-17.346	0.47879	-0.45889	-0.53003	0.52835	23.3	13111	30
2024-12-26 11:50:56.500	WT901BLE68(96416FE28A17)	-2.824	0.044	0.453	-364.319	-134.338	332.397	-74.66	48.59	-179.31	37.338	-1.470	-17.346	-0.48883	-0.28238	-0.60245	0.56412	23.3	13111	30
2024-12-26 11:50:56.622	WT901BLE68(96416FE28A17)	-1.258	-0.090	-0.686	-417.114	-452.576	168.030	-56.39	68.18	-114.19	37.338	-1.470	-17.346	-0.48883	-0.28238	-0.60245	0.56412	23.3	13111	30
2024-12-26 11:50:56.717	WT901BLE68(96416FE28A17)	0.134	1.928	-1.086	-155.273	611.511	-794.067	-93.76	45.35	-115.19	-9.016	8.232	-16.954	-0.48883	-0.28238	-0.60245	0.56412	23.3	13111	30
2024-12-26 11:50:56.831	WT901BLE68(96416FE28A17)	0.518	6.007	-2.868	846.069	711.670	64.514	-43.14	-13.68	167.61	-9.016	8.232	-16.954	-0.48883	-0.28238	-0.60245	0.56412	23.3	13111	30
2024-12-26 11:50:56.890	WT901BLE68(96416FE28A17)	0.951	2.274	1.546	246.155	-199.585	162.537	6.53	-4.27	176.94	-9.016	8.232	-16.954	-0.02380	0.17810	0.20120	0.96289	23.3	13111	30
2024-12-26 11:50:57.14	WT901BLE68(96416FE28A17)	0.664	2.028	1.458	118.103	-161.072	55.725	27.19	-23.96	177.86	-9.016	8.232	-16.954	-0.02380	0.17810	0.20120	0.96289	23.3	13111	30
2024-12-26 11:50:57.100	WT901BLE68(96416FE28A17)	0.823	1.264	1.001	2.075	-240.723	118.164	36.74	-43.88	174.30	-16.464	-56.252	14.210	-0.02380	0.17810	0.20120	0.96289	23.3	13111	30
2024-12-26 11:50:57.221	WT901BLE68(96416FE28A17)	0.817	0.809	0.944	-38.818	-39.978	118.225	36.40	-62.78	174.25	-16.464	-56.252	14.210	-0.02380	0.17810	0.20120	0.96289	23.3	13111	30
2024-12-26 11:50:57.314	WT901BLE68(96416FE28A17)	0.650	0.557	0.169	-130.310	-148.132	58.044	23.21	-72.15	-179.41	-16.464	-56.252	14.210	-0.08224	0.64536	0.09549	0.75336	23.3	13111	30
2024-12-26 11:50:57.432	WT901BLE68(96416FE28A17)	0.532	0.505	-0.373	-175.049	-148.254	78.674	0.71	-85.71	-170.76	-16.464	-56.252	14.210	-0.08224	0.64536	0.09549	0.75336	23.3	13111	30
2024-12-26 11:50:57.521	WT901BLE68(96416FE28A17)	0.828	0.422	-0.527	-166.809	-168.518	95.764	-162.21	-74.32	-24.29	-28.812	-46.550	13.132	-0.08224	0.64536	0.09549	0.75336	23.3	13111	30
2024-12-26 11:50:57.643	WT901BLE68(96416FE28A17)	2.192	0.472	-0.436	-183.472	123.108	71.106	-166.13	-68.81	-39.87	-28.812	-46.550	13.132	-0.08224	0.64536	0.09549	0.75336	23.3	13111	30
2024-12-26 11:50:57.701	WT901BLE68(96416FE28A17)	0.728	0.256	-0.146	-112.305	283.264	35.034	-154.17	-84.39	-66.11	-28.812	-46.550	13.132	0.33319	0.40759	-0.25201	0.81192	23.3	13111	30
2024-12-26 11:50:57.821	WT901BLE68(96416FE28A17)	0.343	0.223	0.959	-138.550	450.317	33.813	-14.55	-49.71	140.95	-28.812	-46.550	13.132	0.33319	0.40759	-0.25201	0.81192	23.3	13111	30
2024-12-26 11:50:57.915	WT901BLE68(96416FE28A17)	0.686	-0.079	0.089	-132.690	156.372	-70.190	-22.60	-27.52	126.09	16.072	-16.464	-34.594	0.33319	0.40759	-0.25201	0.81192	23.3	13111	30
2024-12-26 11:50:58.32	WT901BLE68(96416FE28A17)	-0.473	-0.058	0.576	6.287	59.814	-54.443	-19.83	-23.62	114.99	16.072	-16.464	-34.594	0.33319	0.40759	-0.25201	0.81192	23.3	13111	30
2024-12-26 11:50:58.121	WT901BLE68(96416FE28A17)	-0.064	-0.074	1.974	-87.341	176.208	-63.599	-19.61	-17.09	108.01	16.072	-16.464	-34.594	0.65814	-0.07288	-0.20282	0.72131	23.3	13111	30
2024-12-26 11:50:58.241	WT901BLE68(96416FE28A17)	0.364	-0.029	0.743	-55.359	153.870	-192.078	-24.23	-7.50	90.91	16.072	-16.464	-34.594	0.65814	-0.07288	-0.20282	0.72131	23.3	13111	30
2024-12-26 11:50:58.301	WT901BLE68(96416FE28A17)	0.553	0.086	0.077	142.517	236.694	-233.032	-19.00	3.17	62.86	32.242	9.996	-13.524	0.65814	-0.07288	-0.20282	0.72131	23.3	13111	30
2024-12-26 11:50:58.422	WT901BLE68(96416FE28A17)	0.054	0.363	0.092	359.009	247.620	-91.125	3.41	21.19	41.70	32.242	9.996	-13.524	0.65814	-0.07288	-0.20282	0.72131	23.3	13111	30
2024-12-26 11:50:58.511	WT901BLE68(96416FE28A17)	0.651	0.739	0.780	317.139	155.762	26.917	46.87	38.33	51.53	32.242	9.996	-13.524	0.75519	0.36475	0.48605	0.24548	23.3	13111	30
2024-12-26 11:50:58.632	WT901BLE68(96416FE28A17)	0.292	0.876	1.615	114.380	28.931	138.367	73.13	32.17	61.65	32.242	9.996	-13.524	0.75519	0.36475	0.48605	0.24548	23.3	13111	30
2024-12-26 11:50:58.722	WT901BLE68(96416FE28A17)	-0.651	2.011	1.529	-99.976	182.922	346.558	78.32	7.25	81.89	38.122	-42.728	-6.468	0.75519	0.36475	0.48605	0.24548	23.3	13111	30
2024-12-26 11:50:58.841	WT901BLE68(96416FE28A17)	2.353	1.922	0.324	-254.517	-288.330	56.152	58.97	-17.62	96.86	38.122	-42.728	-6.468	0.75519	0.36475	0.48605	0.24548	23.3	13111	30
2024-12-26 11:50:58.932	WT901BLE68(96416FE28A17)	1.379	3.595	1.018	282.471	-539.185	212.524	125.09	-48.79	-15.27	38.122	-42.728	-6.468	0.21857	0.52353	-0.12271	0.81424	23.3	13111	30
2024-12-26 11:50:59.50	WT901BLE68(96416FE28A17)	0.301	5.332	-1.387	28.870	782.288	586.792	-11.24	-43.47	168.56	38.122	-42.728	-6.468	0.21857	0.52353	-0.12271	0.81424	23.3	13111	30
2024-12-26 11:50:59.112	WT901BLE68(96416FE28A17)	-0.403	1.682	0.250	-121.033	52.734	362.732	-38.12	-9.54	-158.64	0.294	-19.404	-35.770	0.21857	0.52353	-0.12271	0.81424	23.3	13111	30
2024-12-26 11:50:59.232	WT901BLE68(96416FE28A17)	-0.206	0.994	0.136	-160.156	-99.670	223.877	-51.28	10.95	-138.97	0.294	-19.404	-35.770	0.21857	0.52353	-0.12271	0.81424	23.3	13111	30
2024-12-26 11:50:59.322	WT901BLE68(96416FE28A17)	-0.621	0.568	0.745	-81.787	-117.065	187.317	-51.37	24.05	-111.25	0.294	-19.404	-35.770	-0.68451	0.11310	-0.43289	0.57547	23.3	13111	30
2024-12-26 11:50:59.441	WT901BLE68(96416FE28A17)	0.281	0.028	0.679	-71.716	-147.644	19.104	-47.27	27.21	-91.60	0.294	-19.404	-35.770	-0.68451	0.11310	-0.43289	0.57547	23.3	13111	30
2024-12-26 11:50:59.531	WT901BLE68(96416FE28A17)	1.204	-0.586	0.785	-47.607	-176.697	-237.549	-47.10	5.58	-86.21	-31.556	-3.724	-12.936	-0.68451	0.11310	-0.43289	0.57547	23.3	13111	30
2024-12-26 11:50:59.652	WT901BLE68(96416FE28A17)	1.460	-0.824	0.692	-45.105	-38.818	-264.221	-48.13	-20.21	-100.37	-31.556	-3.724	-12.936	-0.68451	0.11310	-0.43289	0.57547	23.3	13111	30
2024-12-26 11:50:59.711	WT901BLE68(96416FE28A17)	0.763	-0.809	0.145	-103.516	-49.927	-127.319	-50.84	-37.10	-112.20	-31.556	-3.724	-12.936	-0.29010	0.50699	-0.21848	0.78165	23.3	13111	30
2024-12-26 11:50:59.832	WT901BLE68(96416FE28A17)	0.765	-0.615	0.103	-93.750	116.211	-21.973	-58.76	-41.28	-117.88	-31.556	-3.724	-12.936	-0.29010	0.50699	-0.21848	0.78165	23.3	13111	30
2024-12-26 11:50:59.922	WT901BLE68(96416FE28A17)	0.765	-0.393	0.434	-63.232	183.960	-41.748	-56.29	-37.25	-135.16	-20.482	-22.932	-27.636	-0.29010	0.50699	-0.21848	0.78165	23.3	13111	30
2024-12-26 11:51:0.41	WT901BLE68(96416FE28A17)	0.576	-0.497	1.531	-74.829	239.746	-63.660	-49.25	-31.56	-158.80	-20.482	-22.932	-27.636	-0.29010	0.50699	-0.21848	0.78165	23.3	13111	30
2024-12-26 11:51:0.132	WT901BLE68(96416FE28A17)	0.383	-0.339	1.803	-129.883	222.351	-4.456	-47.84	-17.06	177.78	-20.482	-22.932	-27.636	-0.29010	0.50699	-0.21848	0.78165	23.3	13111	30
2024-12-26 11:51:0.251	WT901BLE68(96416FE28A17)	-0.059	-0.081	0.987	-129.761	273.071	-34.546	-56.34	-4.96	156.39	-20.482	-22.932	-27.636	0.20013	-0.05908	-0.46951	0.85785	23.3	13111	30
2024-12-26 11:51:0.342	WT901BLE68(96416FE28A17)	-0.109	-0.225	0.239	26.489	251.709	-79.529	-59.78	2.26	128.66	38.514	1.372	-13.328	0.20013	-0.05908	-0.46951	0.85785	23.3	13111	30
2024-12-26 11:51:0.462	WT901BLE68(96416FE28A17)	-0.013	-0.158	0.233	156.982	174.622	-132.202	-49.55	4.33	103.63	38.514	1.372	-13.328	0.20013	-0.05908	-0.46951	0.85785	23.3	13111	30
2024-12-26 11:51:0.522	WT901BLE68(96416FE28A17)	-0.018	-0.126	0.422	212.036	119.141	-135.315	-31.40	5.56	83.79	38.514	1.372	-13.328	0.79953	-0.13528	-0.00879	0.58505	23.3	13111	30
2024-12-26 11:51:0.643	WT901BLE68(96416FE28A17)	0.123	0.027	0.541	247.498	43.274	-108.643	-9.78	8.55	69.80	38.514	1.372	-13.328	0.79953	-0.13528	-0.00879	0.58505	23.3	13111	30
2024-12-26 11:51:0.734	WT901BLE68(96416FE28A17)	0.340	0.201	0.820	258.911	-3.113	-84.412	13.92	9.73	61.08	31.850	-7.840	-25.970	0.79953	-0.13528	-0.00879	0.58505	23.3	13111	30
2024-12-26 11:51:0.852	WT901BLE68(96416FE28A17)	0.767	0.613	0.968	243.530	-36.499	-52.856	37.20	9.05	55.57	31.850	-7.840	-25.970	0.79953	-0.13528	-0.00879	0.58505	23.3	13111	30
2024-12-26 11:51:0.941	WT901BLE68(96416FE28A17)	0.460	1.217	1.266	223.145	78.003	55.420	59.68	6.13	55.74	31.850	-7.840	-25.970	0.63721	0.47150	0.36136	0.49084	23.3	13111	30
2024-12-26 11:51:1.62	WT901BLE68(96416FE28A17)	0.137	1.703	1.159	80.444	365.540	252.991	74.41	-3.95	85.65	31.850	-7.840	-25.970	0.63721	0.47150	0.36136	0.49084	23.3	13111	30
2024-12-26 11:51:1.122	WT901BLE68(96416FE28A17)	2.836	1.812	0.024	-174.500	-673.157	12.329	65.28	-19.64	88.56	-11.956	-44.688	-13.034	0.63721	0.47150	0.36136	0.49084	23.3	13111	30
2024-12-26 11:51:1.242	WT901BLE68(96416FE28A17)	-0.250	3.421	-0.078	482.544	723.694	149.170	131.36	-52.17	-4.33	-11.956	-44.688	-13.034	0.63721	0.47150	0.36136	0.49084	23.3	13111	30
2024-12-26 11:51:1.331	WT901BLE68(96416FE28A17)	-0.156	3.750	-0.761	-102.539	494.019	473.328	-18.12	-34.25	178.12	-11.956	-44.688	-13.034	-0.12619	0.11548	-0.33130	0.92783	23.3	13111	30
2024-12-26 11:51:1.453	WT901BLE68(96416FE28A17)	-0.662	1.244	0.209	-138.000	148.682	279.114	-42.01	-4.99	-160.78	-11.956	-44.688	-13.034	-0.12619	0.11548	-0.33130	0.92783	23.3	13111	30
2024-12-26 11:51:1.542	WT901BLE68(96416FE28A17)	-0.559	0.611	0.409	-222.656	-137.024	145.264	-58.20	15.67	-146.02	-11.956	-44.688	-13.034	-0.12619	0.11548	-0.33130	0.92783	23.3	13111	30
2024-12-26 11:51:1.662	WT901BLE68(96416FE28A17)	-0.002	-0.036	0.285	-211.060	-158.386	0.305	-70.96	23.35	-126.26	1.078	0.980	-30.674	-0.12619	0.11548	-0.33130	0.92783	23.3	13111	30
2024-12-26 11:51:1.751	WT901BLE68(96416FE28A17)	0.827	-0.646	0.072	-150.452	-98.877	-127.075	-81.83	17.48	-110.87	1.078	0.980	-30.674	-0.12619	0.11548	-0.33130	0.92783	23.3	13111	30
2024-12-26 11:51:1.872	WT901BLE68(96416FE28A17)	1.090	-1.028	0.146	27.771	119.568	-223.328	-86.75	0.61	-112.03	1.078	0.980	-30.674	-0.40054	0.38263	-0.56909	0.60760	23.3	13111	30
2024-12-26 11:51:1.931	WT901BLE68(96416FE28A17)	0.869	-1.170	0.461	122.559	68.787	-167.419	-74.75	-19.76	-126.57	1.078	0.980	-30.674	-0.40054	0.38263	-0.56909	0.60760	23.3	13111	30
2024-12-26 11:51:2.51	WT901BLE68(96416FE28A17)	0.567	-0.858	0.732	36.133	47.180	-48.584	-62.84	-28.78	-135.20	-24.304	-14.112	-24.892	-0.40054	0.38263	-0.56909	0.60760	23.3	13111	30
2024-12-26 11:51:2.141	WT901BLE68(96416FE28A17)	0.561	-0.656	0.532	-7.568	-5.066	-8.362	-60.69	-30.34	-138.64	-24.304	-14.112	-24.892	-0.16214	0.38425	-0.36847	0.83078	23.3	13111	30
2024-12-26 11:51:2.262	WT901BLE68(96416FE28A17)	0.915	-0.662	0.361	39.429	-29.480	-10.925	-59.41	-31.39	-139.63	-24.304	-14.112	-24.892	-0.16214	0.38425	-0.36847	0.83078	23.3	13111	30
2024-12-26 11:51:2.352	WT901BLE68(96416FE28A17)	0.791	-0.639	0.213	115.723	-54.749	9.338	-53.61	-34.85	-135.81	-24.304	-14.112	-24.892	-0.16214	0.38425	-0.36847	0.83078	23.3	13111	30
2024-12-26 11:51:2.473	WT901BLE68(96416FE28A17)	0.812	-0.637	0.101	148.010	-52.979	46.082	-44.60	-35.74	-130.17	-27.930	-28.028	-19.992	-0.16214	0.38425	-0.36847	0.83078	23.3	13111	30
2024-12-26 11:51:2.531	WT901BLE68(96416FE28A17)	0.912	-0.478	-0.127	127.502	-329.712	114.441	-44.49	-42.51	-110.07	-27.930	-28.028	-19.992	-0.16214	0.38425	-0.36847	0.83078	23.3	13111	30
2024-12-26 11:51:2.652	WT901BLE68(96416FE28A17)	0.898	-0.474	-1.229	127.258	-486.938	33.020	-106.09	-52.61	-20.27	-27.930	-28.028	-19.992	-0.47052	0.76471	0.15656	0.41132	23.3	13111	30
2024-12-26 11:51:2.742	WT901BLE68(96416FE28A17)	0.363	-0.258	-1.118	141.907	-240.967	23.621	-123.23	-36.50	19.46	-27.930	-28.028	-19.992	-0.47052	0.76471	0.15656	0.41132	23.3	13111	30
2024-12-26 11:51:2.862	WT901BLE68(96416FE28A17)	0.139	-0.099	-1.023	104.309	-139.832	10.254	-120.15	-26.01	34.78	4.018	-6.860	49.686	-0.47052	0.76471	0.15656	0.41132	23.3	13111	30
2024-12-26 11:51:2.952	WT901BLE68(96416FE28A17)	0.157	-0.178	-0.543	19.409	-92.285	-71.838	-122.88	-24.34	48.32	4.018	-6.860	49.686	-0.47052	0.76471	0.15656	0.41132	23.3	13111	30
2024-12-26 11:51:3.72	WT901BLE68(96416FE28A17)	0.485	-0.153	-0.313	-56.824	-48.340	-131.409	-133.58	-29.33	62.23	4.018	-6.860	49.686	-0.44666	0.70956	0.54489	0.00217	23.3	13111	30
2024-12-26 11:51:3.162	WT901BLE68(96416FE28A17)	0.519	0.015	-0.609	-124.756	-30.884	-128.052	-152.68	-34.84	77.74	4.018	-6.860	49.686	-0.44666	0.70956	0.54489	0.00217	23.3	13111	30
2024-12-26 11:51:3.292	WT901BLE68(96416FE28A17)	0.985	0.074	-0.785	-163.696	24.414	-98.816	-174.60	-38.98	90.68	8.624	-11.368	48.118	-0.44666	0.70956	0.54489	0.00217	23.3	13111	30
2024-12-26 11:51:3.342	WT901BLE68(96416FE28A17)	3.897	0.719	-1.075	-170.654	97.534	-132.080	158.51	-40.26	103.49	8.624	-11.368	48.118	-0.44666	0.70956	0.54489	0.00217	23.3	13111	30
2024-12-26 11:51:3.462	WT901BLE68(96416FE28A17)	-1.602	2.546	0.710	-37.231	894.104	-278.625	104.72	-45.50	165.21	8.624	-11.368	48.118	-0.28613	0.23398	0.66971	0.64404	23.3	13111	30
2024-12-26 11:51:3.552	WT901BLE68(96416FE28A17)	-0.950	7.107	-1.980	-705.139	-925.415	-323.242	49.86	-19.84	-160.78	8.624	-11.368	48.118	-0.28613	0.23398	0.66971	0.64404	23.3	13111	30
2024-12-26 11:51:3.672	WT901BLE68(96416FE28A17)	-0.111	4.045	-1.743	-241.577	70.251	636.841	-129.19	-54.73	-70.43	-34.888	-29.302	11.956	-0.28613	0.23398	0.66971	0.64404	23.3	13111	30
2024-12-26 11:51:3.760	WT901BLE68(96416FE28A17)	-0.447	2.064	-1.345	-60.425	163.269	317.505	-113.31	-28.64	-115.38	-34.888	-29.302	11.956	-0.28613	0.23398	0.66971	0.64404	23.3	13111	30
2024-12-26 11:51:3.895	WT901BLE68(96416FE28A17)	-0.303	0.452	-0.592	-37.354	70.496	227.722	-116.98	-8.14	-134.46	-34.888	-29.302	11.956	-0.14691	0.35535	-0.77557	0.50052	23.3	13111	30
2024-12-26 11:51:3.943	WT901BLE68(96416FE28A17)	-0.177	-0.447	-0.463	-43.884	115.356	90.698	-125.96	0.57	-149.11	-34.888	-29.302	11.956	-0.14691	0.35535	-0.77557	0.50052	23.3	13111	30
2024-12-26 11:51:4.61	WT901BLE68(96416FE28A17)	-0.037	-0.524	-0.442	-74.463	142.517	13.611	-134.71	-3.94	-162.50	-2.940	25.088	1.176	-0.14691	0.35535	-0.77557	0.50052	23.3	13111	30
2024-12-26 11:51:4.154	WT901BLE68(96416FE28A17)	0.097	-0.449	-0.493	-108.459	112.915	-36.011	-144.01	-12.30	-168.70	-2.940	25.088	1.176	-0.14691	0.35535	-0.77557	0.50052	23.3	13111	30
2024-12-26 11:51:4.271	WT901BLE68(96416FE28A17)	0.323	-0.305	-0.535	-122.070	137.878	-117.554	-156.06	-24.69	-167.12	-2.940	25.088	1.176	0.21475	0.16385	-0.94083	0.20435	23.3	13111	30
2024-12-26 11:51:4.364	WT901BLE68(96416FE28A17)	0.784	0.311	-0.743	-145.691	104.736	-176.697	-176.91	-40.50	-153.01	-2.940	25.088	1.176	0.21475	0.16385	-0.94083	0.20435	23.3	13111	30
2024-12-26 11:51:4.481	WT901BLE68(96416FE28A17)	1.292	0.524	-0.989	-116.455	139.404	-240.662	147.65	-44.82	-120.22	-33.320	1.274	15.876	0.21475	0.16385	-0.94083	0.20435	23.3	13111	30
2024-12-26 11:51:4.571	WT901BLE68(96416FE28A17)	0.513	0.664	-0.850	23.315	201.965	-219.604	116.56	-38.60	-77.74	-33.320	1.274	15.876	0.21475	0.16385	-0.94083	0.20435	23.3	13111	30
2024-12-26 11:51:4.700	WT901BLE68(96416FE28A17)	0.748	0.505	-0.284	185.059	203.674	-125.427	113.73	-32.90	-47.41	-33.320	1.274	15.876	0.57361	0.68109	-0.45468	0.01553	23.3	13111	30
2024-12-26 11:51:4.760	WT901BLE68(96416FE28A17)	0.632	1.310	-0.562	317.871	386.353	-47.485	117.77	-39.56	-6.16	-33.320	1.274	15.876	0.57361	0.68109	-0.45468	0.01553	23.3	13111	30
2024-12-26 11:51:4.872	WT901BLE68(96416FE28A17)	0.703	1.556	-0.685	316.223	384.033	125.427	114.76	-61.20	42.88	-9.506	-55.664	-8.526	0.57361	0.68109	-0.45468	0.01553	23.3	13111	30
2024-12-26 11:51:4.963	WT901BLE68(96416FE28A17)	1.311	0.806	-0.764	185.669	188.782	174.866	51.31	-76.59	135.23	-9.506	-55.664	-8.526	0.57361	0.68109	-0.45468	0.01553	23.3	13111	30
2024-12-26 11:51:5.81	WT901BLE68(96416FE28A17)	1.213	0.518	-0.968	201.538	121.826	175.781	-3.97	-74.06	-151.44	-9.506	-55.664	-8.526	-0.22900	0.57343	0.12668	0.77628	23.3	13111	30
2024-12-26 11:51:5.173	WT901BLE68(96416FE28A17)	1.254	0.908	-0.498	185.852	25.818	190.308	-27.58	-64.26	-108.32	-9.506	-55.664	-8.526	-0.22900	0.57343	0.12668	0.77628	23.3	13111	30
2024-12-26 11:51:5.301	WT901BLE68(96416FE28A17)	0.828	0.775	0.083	154.846	-25.391	199.341	-43.15	-57.77	-74.10	-38.122	-20.384	18.620	-0.22900	0.57343	0.12668	0.77628	23.3	13111	30
