time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-11-10 17:34:1.228	WT901BLE68(96416FE28A17)	-0.897	0.028	-1.506	-117.554	738.586	214.111	129.75	-72.70	-69.19	-2.352	17.836	-31.458	0.41028	0.52579	-0.73242	0.13657	26.3	13111	40
2024-11-10 17:34:1.297	WT901BLE68(96416FE28A17)	0.246	-1.627	4.364	-36.926	-406.494	-139.648	-25.20	-57.52	66.69	-2.352	17.836	-31.458	0.41028	0.52579	-0.73242	0.13657	26.3	13111	40
2024-11-10 17:34:1.406	WT901BLE68(96416FE28A17)	-0.150	0.112	-0.830	237.488	-370.972	-161.316	157.25	-70.58	-108.42	-2.352	17.836	-31.458	0.41028	0.52579	-0.73242	0.13657	26.3	13111	40
2024-11-10 17:34:1.502	WT901BLE68(96416FE28A17)	-0.495	0.407	-1.775	-59.875	615.967	150.696	155.04	-87.43	-98.34	-2.352	17.836	-31.458	0.61267	0.34836	-0.63156	0.32300	26.3	13111	40
2024-11-10 17:34:1.616	WT901BLE68(96416FE28A17)	0.729	-0.402	2.070	184.631	-152.222	-81.360	-11.84	-67.51	59.36	-2.352	17.836	-31.458	0.61267	0.34836	-0.63156	0.32300	26.3	13111	40
2024-11-10 17:34:1.736	WT901BLE68(96416FE28A17)	0.719	0.194	-0.552	158.813	-28.503	27.649	3.94	-80.97	56.26	-12.152	10.780	-39.690	0.61267	0.34836	-0.63156	0.32300	26.3	13111	40
2024-11-10 17:34:1.829	WT901BLE68(96416FE28A17)	-0.228	-0.336	0.526	-0.977	307.373	0.549	-2.08	-65.45	66.46	-12.152	10.780	-39.690	0.61267	0.34836	-0.63156	0.32300	26.3	13111	40
2024-11-10 17:34:1.916	WT901BLE68(96416FE28A17)	0.134	0.197	1.633	49.500	64.941	44.067	6.22	-40.05	59.16	-12.152	10.780	-39.690	0.80563	0.21075	-0.26108	0.48813	26.3	13111	40
2024-11-10 17:34:2.36	WT901BLE68(96416FE28A17)	0.576	0.021	0.786	28.442	-52.795	110.596	3.62	-39.60	65.59	8.232	-3.528	-51.646	0.80563	0.21075	-0.26108	0.48813	26.3	13111	40
2024-11-10 17:34:2.105	WT901BLE68(96416FE28A17)	0.455	0.456	1.084	130.249	-42.114	274.841	-2.12	-58.05	92.51	8.232	-3.528	-51.646	0.80563	0.21075	-0.26108	0.48813	26.3	13111	40
2024-11-10 17:34:2.218	WT901BLE68(96416FE28A17)	0.360	-0.084	0.850	-115.601	11.841	171.631	-28.88	-49.76	126.08	8.232	-3.528	-51.646	0.80563	0.21075	-0.26108	0.48813	26.3	13111	40
2024-11-10 17:34:2.306	WT901BLE68(96416FE28A17)	0.455	-0.101	0.583	-52.673	-42.053	30.396	-43.94	-47.42	131.64	8.232	-3.528	-51.646	0.48425	0.19943	-0.46735	0.71219	26.3	13111	40
2024-11-10 17:34:2.427	WT901BLE68(96416FE28A17)	0.387	-0.210	1.012	-35.828	50.415	8.423	-42.60	-42.62	126.43	8.232	-3.528	-51.646	0.48425	0.19943	-0.46735	0.71219	26.3	13111	40
2024-11-10 17:34:2.516	WT901BLE68(96416FE28A17)	0.331	-0.349	0.897	-17.029	36.804	-22.461	-38.49	-37.85	118.87	17.052	8.330	-45.668	0.48425	0.19943	-0.46735	0.71219	26.3	13111	40
2024-11-10 17:34:2.636	WT901BLE68(96416FE28A17)	0.329	-0.291	0.979	17.822	-13.916	16.968	-36.40	-36.23	114.73	17.052	8.330	-45.668	0.48425	0.19943	-0.46735	0.71219	26.3	13111	40
2024-11-10 17:34:2.705	WT901BLE68(96416FE28A17)	0.286	-0.178	0.872	21.057	-9.033	14.832	-35.16	-34.89	117.45	17.052	8.330	-45.668	0.54837	0.09467	-0.39032	0.73340	26.3	13111	40
2024-11-10 17:34:2.815	WT901BLE68(96416FE28A17)	0.253	-0.230	0.959	-1.404	6.348	5.066	-32.82	-32.77	115.98	17.052	8.330	-45.668	0.54837	0.09467	-0.39032	0.73340	26.3	13111	40
2024-11-10 17:34:2.906	WT901BLE68(96416FE28A17)	0.218	-0.260	0.861	-23.743	11.841	9.766	-32.62	-30.10	114.68	24.206	8.820	-44.198	0.54837	0.09467	-0.39032	0.73340	26.3	13111	40
2024-11-10 17:34:3.26	WT901BLE68(96416FE28A17)	0.256	-0.296	0.937	-30.945	3.784	13.184	-34.16	-28.19	112.73	24.206	8.820	-44.198	0.54837	0.09467	-0.39032	0.73340	26.3	13111	40
2024-11-10 17:34:3.116	WT901BLE68(96416FE28A17)	0.247	-0.413	0.918	-40.527	-20.386	22.461	-37.24	-27.13	113.04	24.206	8.820	-44.198	0.57010	0.01251	-0.38321	0.72653	26.3	13111	40
2024-11-10 17:34:3.236	WT901BLE68(96416FE28A17)	0.231	-0.458	0.900	-12.512	-6.287	24.048	-38.75	-26.13	113.57	24.206	8.820	-44.198	0.57010	0.01251	-0.38321	0.72653	26.3	13111	40
2024-11-10 17:34:3.326	WT901BLE68(96416FE28A17)	0.229	-0.438	0.873	-2.563	-0.427	13.062	-38.88	-24.74	113.98	31.458	15.974	-33.124	0.57010	0.01251	-0.38321	0.72653	26.3	13111	40
2024-11-10 17:34:3.449	WT901BLE68(96416FE28A17)	0.224	-0.479	0.912	-1.282	-5.127	6.287	-38.21	-23.75	113.25	31.458	15.974	-33.124	0.57010	0.01251	-0.38321	0.72653	26.3	13111	40
2024-11-10 17:34:3.536	WT901BLE68(96416FE28A17)	0.213	-0.434	0.907	-1.404	-4.578	10.559	-37.80	-22.95	112.49	31.458	15.974	-33.124	0.56805	-0.02127	-0.36765	0.73593	26.3	13111	40
2024-11-10 17:34:3.628	WT901BLE68(96416FE28A17)	0.222	-0.456	0.912	-3.784	-3.906	6.104	-37.92	-22.10	112.27	31.458	15.974	-33.124	0.56805	-0.02127	-0.36765	0.73593	26.3	13111	40
2024-11-10 17:34:3.716	WT901BLE68(96416FE28A17)	0.225	-0.469	0.895	-2.502	-3.235	3.906	-37.52	-21.57	111.42	34.104	14.014	-28.616	0.56805	-0.02127	-0.36765	0.73593	26.3	13111	40
2024-11-10 17:34:3.838	WT901BLE68(96416FE28A17)	0.224	-0.469	0.900	-2.014	-3.174	2.869	-37.19	-21.10	110.63	34.104	14.014	-28.616	0.56805	-0.02127	-0.36765	0.73593	26.3	13111	40
2024-11-10 17:34:3.926	WT901BLE68(96416FE28A17)	0.211	-0.473	0.875	0.793	-2.441	2.136	-36.74	-20.73	109.88	34.104	14.014	-28.616	0.58334	-0.03857	-0.35098	0.73135	26.3	13111	40
2024-11-10 17:34:4.46	WT901BLE68(96416FE28A17)	0.157	-0.454	0.911	-5.615	-11.902	12.207	-36.26	-20.40	109.59	34.104	14.014	-28.616	0.58334	-0.03857	-0.35098	0.73135	26.3	13111	40
2024-11-10 17:34:4.106	WT901BLE68(96416FE28A17)	0.200	-0.451	0.883	9.888	-1.831	16.113	-36.04	-19.86	110.04	34.594	8.918	-22.932	0.58334	-0.03857	-0.35098	0.73135	26.3	13111	40
2024-11-10 17:34:4.228	WT901BLE68(96416FE28A17)	0.200	-0.457	0.900	8.972	-3.845	7.996	-35.46	-18.84	110.72	34.594	8.918	-22.932	0.58334	-0.03857	-0.35098	0.73135	26.3	13111	40
