time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-1-4 10:35:8.62	WT901BLE68(96416FE28A17)	0.703	-3.872	-0.802	-12.085	-319.336	740.784	46.07	-27.76	-55.96	62.132	-33.908	-23.618	0.69583	-0.53546	0.47635	-0.04523	24.8	13111	30
2025-1-4 10:35:8.144	WT901BLE68(96416FE28A17)	0.565	-0.931	0.080	121.277	137.756	97.168	23.18	-53.23	-8.46	62.132	-33.908	-23.618	-0.90308	-0.18506	0.37811	-0.08453	24.8	13111	30
2025-1-4 10:35:8.263	WT901BLE68(96416FE28A17)	0.714	-0.056	1.962	3.235	96.252	-75.256	23.13	-41.77	2.35	62.132	-33.908	-23.618	-0.90308	-0.18506	0.37811	-0.08453	24.8	13111	30
2025-1-4 10:35:8.357	WT901BLE68(96416FE28A17)	-0.166	0.480	1.678	-38.940	56.152	-115.845	22.32	-36.23	3.16	40.278	-18.326	-58.408	-0.90308	-0.18506	0.37811	-0.08453	24.8	13111	30
2025-1-4 10:35:8.476	WT901BLE68(96416FE28A17)	-0.325	0.064	0.494	101.807	77.332	-180.847	28.87	-18.62	-3.04	40.278	-18.326	-58.408	-0.90308	-0.18506	0.37811	-0.08453	24.8	13111	30
2025-1-4 10:35:8.564	WT901BLE68(96416FE28A17)	-1.000	-0.243	0.340	149.475	18.066	-272.278	41.87	0.92	-11.41	40.278	-18.326	-58.408	-0.89859	-0.38818	0.00839	0.20407	24.8	13111	30
2025-1-4 10:35:8.714	WT901BLE68(96416FE28A17)	-1.538	-0.448	1.559	-14.038	-96.802	-418.640	41.01	20.58	-44.86	40.278	-18.326	-58.408	-0.89859	-0.38818	0.00839	0.20407	24.8	13111	30
2025-1-4 10:35:8.746	WT901BLE68(96416FE28A17)	-0.735	-0.197	2.142	183.105	-126.038	-345.886	24.05	39.85	-93.69	35.084	-17.836	-57.918	-0.89859	-0.38818	0.00839	0.20407	24.8	13111	30
2025-1-4 10:35:8.865	WT901BLE68(96416FE28A17)	-0.648	-0.244	0.593	72.205	-197.510	-266.357	9.19	31.20	-141.51	35.084	-17.836	-57.918	-0.89859	-0.38818	0.00839	0.20407	24.8	13111	30
2025-1-4 10:35:8.961	WT901BLE68(96416FE28A17)	-0.271	-0.406	1.208	-10.132	-264.832	-206.360	0.78	9.34	-167.63	35.084	-17.836	-57.918	0.03134	-0.00577	-0.03223	0.99893	24.8	13111	30
2025-1-4 10:35:9.74	WT901BLE68(96416FE28A17)	-0.275	0.106	0.592	-79.956	-23.865	-250.916	-6.58	-0.91	167.64	35.084	-17.836	-57.918	0.03134	-0.00577	-0.03223	0.99893	24.8	13111	30
2025-1-4 10:35:9.167	WT901BLE68(96416FE28A17)	-0.332	0.068	0.231	-99.487	191.956	-283.875	-16.16	2.46	141.43	37.632	-46.452	-50.372	0.03134	-0.00577	-0.03223	0.99893	24.8	13111	30
2025-1-4 10:35:9.286	WT901BLE68(96416FE28A17)	1.086	-0.237	-0.684	67.810	442.505	-255.432	-28.55	24.19	106.00	37.632	-46.452	-50.372	0.03134	-0.00577	-0.03223	0.99893	24.8	13111	30
2025-1-4 10:35:9.343	WT901BLE68(96416FE28A17)	-1.632	-4.292	-3.205	454.590	356.995	-420.715	-66.97	45.74	11.46	37.632	-46.452	-50.372	0.80820	-0.55212	0.19070	0.07404	24.8	13111	30
2025-1-4 10:35:9.466	WT901BLE68(96416FE28A17)	-1.078	-8.086	-0.418	-580.566	-380.920	-453.796	-88.83	-3.59	7.38	37.632	-46.452	-50.372	0.80820	-0.55212	0.19070	0.07404	24.8	13111	30
2025-1-4 10:35:9.562	WT901BLE68(96416FE28A17)	0.660	-9.958	-3.274	-1076.843	-1671.021	483.948	167.20	22.58	41.27	61.642	-34.104	-21.756	0.80820	-0.55212	0.19070	0.07404	24.8	13111	30
2025-1-4 10:35:9.674	WT901BLE68(96416FE28A17)	0.608	-4.436	-1.145	6.714	-491.943	833.801	74.28	-32.78	-50.95	61.642	-34.104	-21.756	0.80820	-0.55212	0.19070	0.07404	24.8	13111	30
2025-1-4 10:35:9.764	WT901BLE68(96416FE28A17)	1.085	-1.185	-0.136	184.204	57.373	165.405	113.65	-84.83	-75.78	61.642	-34.104	-21.756	-0.67062	-0.28055	0.61374	-0.30786	24.8	13111	30
2025-1-4 10:35:9.884	WT901BLE68(96416FE28A17)	0.320	-0.148	1.020	24.048	154.053	-23.193	0.67	-80.50	50.44	61.642	-34.104	-21.756	-0.67062	-0.28055	0.61374	-0.30786	24.8	13111	30
2025-1-4 10:35:9.975	WT901BLE68(96416FE28A17)	-0.602	-0.337	2.060	-139.832	236.694	-231.506	3.85	-66.41	42.33	32.536	-15.778	-58.212	-0.67062	-0.28055	0.61374	-0.30786	24.8	13111	30
2025-1-4 10:35:10.96	WT901BLE68(96416FE28A17)	-0.910	-0.021	0.068	137.329	135.925	-317.627	32.31	-40.37	13.63	32.536	-15.778	-58.212	-0.67062	-0.28055	0.61374	-0.30786	24.8	13111	30
2025-1-4 10:35:10.163	WT901BLE68(96416FE28A17)	-1.504	-0.326	0.075	75.867	22.278	-442.932	55.87	-8.55	-11.85	32.536	-15.778	-58.212	-0.84186	-0.46262	0.00079	0.27780	24.8	13111	30
2025-1-4 10:35:10.274	WT901BLE68(96416FE28A17)	-0.877	-0.667	2.674	-42.786	-4.822	-437.622	41.81	32.12	-47.10	32.536	-15.778	-58.212	-0.84186	-0.46262	0.00079	0.27780	24.8	13111	30
2025-1-4 10:35:10.363	WT901BLE68(96416FE28A17)	-0.256	-0.030	0.905	87.891	-139.771	-253.418	18.25	49.31	-94.55	27.832	-13.524	-56.546	-0.84186	-0.46262	0.00079	0.27780	24.8	13111	30
2025-1-4 10:35:10.484	WT901BLE68(96416FE28A17)	-0.326	-0.056	0.879	-60.181	-190.063	-250.610	-4.97	32.02	-130.55	27.832	-13.524	-56.546	-0.84186	-0.46262	0.00079	0.27780	24.8	13111	30
2025-1-4 10:35:10.574	WT901BLE68(96416FE28A17)	-0.271	-0.178	0.921	-27.588	14.282	-239.075	-21.35	20.45	-158.82	27.832	-13.524	-56.546	-0.06662	-0.16013	-0.23157	0.95718	24.8	13111	30
2025-1-4 10:35:10.727	WT901BLE68(96416FE28A17)	-0.688	-0.166	0.440	48.523	247.620	-243.347	-28.54	21.88	173.63	27.832	-13.524	-56.546	-0.06662	-0.16013	-0.23157	0.95718	24.8	13111	30
2025-1-4 10:35:10.763	WT901BLE68(96416FE28A17)	-0.689	-0.016	0.226	141.479	363.159	-206.421	-38.20	37.23	132.36	63.406	-42.434	-38.906	-0.06662	-0.16013	-0.23157	0.95718	24.8	13111	30
2025-1-4 10:35:10.873	WT901BLE68(96416FE28A17)	-0.216	-0.585	-0.371	195.618	415.894	-246.521	-67.86	47.53	70.78	63.406	-42.434	-38.906	-0.06662	-0.16013	-0.23157	0.95718	24.8	13111	30
2025-1-4 10:35:10.964	WT901BLE68(96416FE28A17)	-0.261	-1.900	-0.607	168.640	45.044	-290.710	-80.78	26.34	26.19	63.406	-42.434	-38.906	0.75906	-0.59409	-0.10880	0.24283	24.8	13111	30
2025-1-4 10:35:11.84	WT901BLE68(96416FE28A17)	-0.884	-2.902	-1.198	-127.075	-109.985	-301.941	-76.62	-6.36	31.18	63.406	-42.434	-38.906	0.75906	-0.59409	-0.10880	0.24283	24.8	13111	30
2025-1-4 10:35:11.175	WT901BLE68(96416FE28A17)	0.013	-6.818	-0.248	-777.893	-126.038	-196.289	-137.06	-20.93	62.68	70.266	-9.212	13.034	0.75906	-0.59409	-0.10880	0.24283	24.8	13111	30
2025-1-4 10:35:11.294	WT901BLE68(96416FE28A17)	0.569	-5.165	-1.549	-639.160	-1019.348	824.707	99.29	29.47	6.45	70.266	-9.212	13.034	0.75906	-0.59409	-0.10880	0.24283	24.8	13111	30
2025-1-4 10:35:11.385	WT901BLE68(96416FE28A17)	0.756	-1.779	-0.488	-23.193	-265.015	600.891	70.58	-50.83	-25.38	70.266	-9.212	13.034	-0.65283	-0.30951	0.62958	-0.28549	24.8	13111	30
2025-1-4 10:35:11.505	WT901BLE68(96416FE28A17)	1.520	-0.958	0.200	113.708	-15.869	213.989	-85.97	-85.62	138.76	70.266	-9.212	13.034	-0.65283	-0.30951	0.62958	-0.28549	24.8	13111	30
2025-1-4 10:35:11.567	WT901BLE68(96416FE28A17)	-0.648	-0.875	0.492	-58.472	87.158	8.362	-77.23	-70.35	134.73	20.678	-7.546	-54.684	-0.65283	-0.30951	0.62958	-0.28549	24.8	13111	30
2025-1-4 10:35:11.685	WT901BLE68(96416FE28A17)	-1.045	-0.605	0.599	40.649	337.341	-263.367	-10.92	-66.59	62.00	20.678	-7.546	-54.684	-0.65283	-0.30951	0.62958	-0.28549	24.8	13111	30
2025-1-4 10:35:11.774	WT901BLE68(96416FE28A17)	-1.336	0.145	0.308	98.999	327.209	-299.194	21.98	-33.92	33.17	20.678	-7.546	-54.684	-0.92670	-0.30508	0.00964	-0.21896	24.8	13111	30
2025-1-4 10:35:11.894	WT901BLE68(96416FE28A17)	-1.753	0.562	0.729	170.776	204.407	-269.470	41.93	3.63	19.30	20.678	-7.546	-54.684	-0.92670	-0.30508	0.00964	-0.21896	24.8	13111	30
2025-1-4 10:35:11.985	WT901BLE68(96416FE28A17)	-0.783	0.692	0.889	144.043	123.596	-166.870	57.15	35.22	13.75	70.952	-7.644	-38.710	-0.92670	-0.30508	0.00964	-0.21896	24.8	13111	30
2025-1-4 10:35:12.104	WT901BLE68(96416FE28A17)	-0.592	0.368	0.645	35.583	10.315	-13.489	64.46	44.56	16.92	70.952	-7.644	-38.710	-0.92670	-0.30508	0.00964	-0.21896	24.8	13111	30
2025-1-4 10:35:12.165	WT901BLE68(96416FE28A17)	-1.121	0.147	0.463	40.710	7.813	-8.179	65.70	45.19	17.58	70.952	-7.644	-38.710	-0.80255	-0.43439	-0.40045	0.08234	24.8	13111	30
2025-1-4 10:35:12.285	WT901BLE68(96416FE28A17)	-0.886	0.035	0.582	-6.409	-3.601	-3.235	63.63	45.70	17.83	70.952	-7.644	-38.710	-0.80255	-0.43439	-0.40045	0.08234	24.8	13111	30
2025-1-4 10:35:12.375	WT901BLE68(96416FE28A17)	-0.768	0.136	0.364	-9.216	-10.742	22.461	62.15	46.12	15.17	71.344	-9.016	-39.200	-0.80255	-0.43439	-0.40045	0.08234	24.8	13111	30
2025-1-4 10:35:12.494	WT901BLE68(96416FE28A17)	-0.997	0.160	0.380	-33.997	13.733	5.920	59.60	46.70	13.49	71.344	-9.016	-39.200	-0.80255	-0.43439	-0.40045	0.08234	24.8	13111	30
2025-1-4 10:35:12.586	WT901BLE68(96416FE28A17)	-0.871	0.100	0.409	-49.072	-3.540	19.043	56.28	47.73	14.39	71.344	-9.016	-39.200	-0.83554	-0.36301	-0.40317	0.08612	24.8	13111	30
2025-1-4 10:35:12.705	WT901BLE68(96416FE28A17)	-0.980	0.097	0.305	-56.885	-1.099	12.878	51.05	47.53	12.22	71.344	-9.016	-39.200	-0.83554	-0.36301	-0.40317	0.08612	24.8	13111	30
2025-1-4 10:35:12.795	WT901BLE68(96416FE28A17)	-0.853	-0.034	0.448	-50.964	-16.602	7.019	45.04	47.91	9.21	72.520	-3.626	-34.202	-0.83554	-0.36301	-0.40317	0.08612	24.8	13111	30
2025-1-4 10:35:12.915	WT901BLE68(96416FE28A17)	-0.921	0.005	0.374	-18.921	10.132	9.583	42.81	48.49	4.91	72.520	-3.626	-34.202	-0.83554	-0.36301	-0.40317	0.08612	24.8	13111	30
2025-1-4 10:35:12.975	WT901BLE68(96416FE28A17)	-0.950	0.029	0.369	-5.615	10.437	4.333	43.74	50.50	1.89	72.520	-3.626	-34.202	-0.82816	-0.35031	-0.40082	0.17502	24.8	13111	30
2025-1-4 10:35:13.94	WT901BLE68(96416FE28A17)	-1.070	0.042	0.457	6.592	-0.488	2.197	45.48	51.80	-0.52	72.520	-3.626	-34.202	-0.82816	-0.35031	-0.40082	0.17502	24.8	13111	30
2025-1-4 10:35:13.185	WT901BLE68(96416FE28A17)	-0.833	0.020	0.512	27.039	-16.846	10.559	44.31	49.99	3.60	73.206	-5.390	-34.398	-0.82816	-0.35031	-0.40082	0.17502	24.8	13111	30
2025-1-4 10:35:13.305	WT901BLE68(96416FE28A17)	-0.684	0.057	0.398	30.579	-25.085	5.676	45.85	47.40	6.04	73.206	-5.390	-34.398	-0.82816	-0.35031	-0.40082	0.17502	24.8	13111	30
2025-1-4 10:35:13.395	WT901BLE68(96416FE28A17)	-0.991	-0.002	0.282	15.625	7.263	-29.968	47.31	48.75	-1.54	73.206	-5.390	-34.398	-0.81683	-0.36725	-0.37753	0.23511	24.8	13111	30
2025-1-4 10:35:13.514	WT901BLE68(96416FE28A17)	-0.547	-0.567	0.727	-19.287	-145.935	-115.112	37.48	52.36	-18.64	73.206	-5.390	-34.398	-0.81683	-0.36725	-0.37753	0.23511	24.8	13111	30
2025-1-4 10:35:13.575	WT901BLE68(96416FE28A17)	-0.788	-0.931	1.467	72.083	-119.995	-152.466	16.19	40.03	-58.07	44.100	0.000	-51.352	-0.81683	-0.36725	-0.37753	0.23511	24.8	13111	30
2025-1-4 10:35:13.695	WT901BLE68(96416FE28A17)	-0.589	-0.869	1.409	170.166	-144.470	-254.700	11.52	34.40	-91.66	44.100	0.000	-51.352	-0.81683	-0.36725	-0.37753	0.23511	24.8	13111	30
2025-1-4 10:35:13.815	WT901BLE68(96416FE28A17)	-0.333	-0.234	0.848	157.532	-204.651	-248.840	11.61	23.35	-128.49	44.100	0.000	-51.352	-0.20868	-0.12265	0.07849	0.96704	24.8	13111	30
2025-1-4 10:35:13.905	WT901BLE68(96416FE28A17)	-0.012	0.196	0.653	-0.305	-152.344	-225.952	11.39	10.88	-156.98	44.100	0.000	-51.352	-0.20868	-0.12265	0.07849	0.96704	24.8	13111	30
2025-1-4 10:35:13.995	WT901BLE68(96416FE28A17)	-0.236	0.128	0.942	-83.984	6.165	-218.689	1.90	6.23	-179.83	15.386	-50.176	-44.296	-0.20868	-0.12265	0.07849	0.96704	24.8	13111	30
2025-1-4 10:35:14.114	WT901BLE68(96416FE28A17)	-0.661	0.133	0.470	-65.430	40.405	-220.276	-7.61	9.41	158.62	15.386	-50.176	-44.296	-0.20868	-0.12265	0.07849	0.96704	24.8	13111	30
2025-1-4 10:35:14.235	WT901BLE68(96416FE28A17)	-0.857	-0.212	0.070	-23.010	199.036	-231.812	-16.91	13.87	135.09	15.386	-50.176	-44.296	0.48419	-0.30963	-0.06650	0.81558	24.8	13111	30
2025-1-4 10:35:14.325	WT901BLE68(96416FE28A17)	-0.695	-0.442	-0.668	50.354	568.787	-244.019	-33.87	34.87	99.11	15.386	-50.176	-44.296	0.48419	-0.30963	-0.06650	0.81558	24.8	13111	30
2025-1-4 10:35:14.384	WT901BLE68(96416FE28A17)	-0.362	-1.599	-1.122	201.965	156.799	-264.893	-69.43	40.35	32.01	77.322	-9.898	0.490	0.48419	-0.30963	-0.06650	0.81558	24.8	13111	30
2025-1-4 10:35:14.505	WT901BLE68(96416FE28A17)	-1.327	-4.488	-1.978	-9.888	89.111	-441.467	-70.04	9.76	19.91	77.322	-9.898	0.490	0.48419	-0.30963	-0.06650	0.81558	24.8	13111	30
2025-1-4 10:35:14.596	WT901BLE68(96416FE28A17)	0.458	-8.540	-0.207	-907.837	-393.738	-62.988	-130.84	-11.51	47.23	77.322	-9.898	0.490	-0.48502	-0.82169	-0.17804	0.24036	24.8	13111	30
2025-1-4 10:35:14.715	WT901BLE68(96416FE28A17)	0.383	-5.968	-1.479	-605.591	-907.166	821.777	113.49	33.17	-2.81	77.322	-9.898	0.490	-0.48502	-0.82169	-0.17804	0.24036	24.8	13111	30
2025-1-4 10:35:14.805	WT901BLE68(96416FE28A17)	1.564	-2.268	-0.418	-79.468	-116.150	615.723	75.45	-37.57	-37.35	10.878	-23.324	-48.706	-0.48502	-0.82169	-0.17804	0.24036	24.8	13111	30
2025-1-4 10:35:14.925	WT901BLE68(96416FE28A17)	1.000	-0.883	0.479	73.914	59.448	216.858	33.55	-80.83	9.29	10.878	-23.324	-48.706	-0.48502	-0.82169	-0.17804	0.24036	24.8	13111	30
2025-1-4 10:35:14.985	WT901BLE68(96416FE28A17)	-0.592	-0.519	0.779	-21.179	152.466	-97.046	-7.11	-73.94	53.64	10.878	-23.324	-48.706	-0.83267	-0.26770	0.40088	-0.27237	24.8	13111	30
2025-1-4 10:35:15.106	WT901BLE68(96416FE28A17)	-1.245	-0.377	0.508	114.807	208.679	-326.416	28.93	-48.08	19.58	10.878	-23.324	-48.706	-0.83267	-0.26770	0.40088	-0.27237	24.8	13111	30
2025-1-4 10:35:15.195	WT901BLE68(96416FE28A17)	-1.232	0.338	0.358	154.297	279.968	-336.121	50.30	-9.85	7.39	57.918	-23.618	-52.136	-0.83267	-0.26770	0.40088	-0.27237	24.8	13111	30
2025-1-4 10:35:15.316	WT901BLE68(96416FE28A17)	-0.991	0.763	0.840	15.747	187.012	-222.412	56.98	23.14	2.13	57.918	-23.618	-52.136	-0.83267	-0.26770	0.40088	-0.27237	24.8	13111	30
2025-1-4 10:35:15.405	WT901BLE68(96416FE28A17)	-0.740	0.462	0.618	-2.991	71.655	-108.521	60.83	44.16	8.70	57.918	-23.618	-52.136	-0.83267	-0.26770	0.40088	-0.27237	24.8	13111	30
2025-1-4 10:35:15.526	WT901BLE68(96416FE28A17)	-1.501	0.218	0.681	-12.390	10.864	-66.406	58.30	53.21	11.05	57.918	-23.618	-52.136	-0.79819	-0.39587	-0.43121	0.14194	24.8	13111	30
2025-1-4 10:35:15.615	WT901BLE68(96416FE28A17)	-0.654	-0.009	0.595	-58.533	-32.410	-0.549	48.43	54.38	8.55	70.952	-2.058	-35.378	-0.79819	-0.39587	-0.43121	0.14194	24.8	13111	30
2025-1-4 10:35:15.735	WT901BLE68(96416FE28A17)	-0.855	0.066	0.367	-5.676	-66.833	52.612	42.15	48.10	8.19	70.952	-2.058	-35.378	-0.79819	-0.39587	-0.43121	0.14194	24.8	13111	30
2025-1-4 10:35:15.795	WT901BLE68(96416FE28A17)	-0.968	0.039	0.262	41.809	-6.165	-17.151	40.70	44.62	3.93	70.952	-2.058	-35.378	-0.84888	-0.33994	-0.38171	0.13434	24.8	13111	30
2025-1-4 10:35:15.915	WT901BLE68(96416FE28A17)	-0.784	0.140	0.331	3.906	27.832	7.324	45.38	48.14	2.83	70.952	-2.058	-35.378	-0.84888	-0.33994	-0.38171	0.13434	24.8	13111	30
2025-1-4 10:35:16.7	WT901BLE68(96416FE28A17)	-0.955	-0.022	0.570	-7.813	2.747	4.150	46.24	50.48	1.99	70.462	-6.076	-38.612	-0.84888	-0.33994	-0.38171	0.13434	24.8	13111	30
2025-1-4 10:35:16.126	WT901BLE68(96416FE28A17)	-0.945	0.063	0.434	-6.348	3.113	-17.761	46.43	52.97	-4.09	70.462	-6.076	-38.612	-0.84888	-0.33994	-0.38171	0.13434	24.8	13111	30
2025-1-4 10:35:16.215	WT901BLE68(96416FE28A17)	-0.891	0.125	0.424	-11.902	2.197	12.878	45.56	54.63	-7.77	70.462	-6.076	-38.612	-0.84888	-0.33994	-0.38171	0.13434	24.8	13111	30
2025-1-4 10:35:16.337	WT901BLE68(96416FE28A17)	-0.895	0.071	0.422	-10.986	-9.399	17.029	43.84	54.00	-9.07	70.462	-6.076	-38.612	-0.81079	-0.36465	-0.39316	0.23441	24.8	13111	30
2025-1-4 10:35:16.395	WT901BLE68(96416FE28A17)	-0.979	0.047	0.496	-7.263	-0.427	12.329	43.45	54.09	-10.16	71.148	-5.880	-37.730	-0.81079	-0.36465	-0.39316	0.23441	24.8	13111	30
2025-1-4 10:35:16.515	WT901BLE68(96416FE28A17)	-0.818	0.090	0.562	0.610	-22.095	20.996	42.69	52.43	-8.57	71.148	-5.880	-37.730	-0.81079	-0.36465	-0.39316	0.23441	24.8	13111	30
2025-1-4 10:35:16.605	WT901BLE68(96416FE28A17)	-0.801	0.124	0.433	0.122	-14.709	25.879	41.87	48.73	-3.07	71.148	-5.880	-37.730	-0.84842	-0.33414	-0.37457	0.16776	24.8	13111	30
2025-1-4 10:35:16.725	WT901BLE68(96416FE28A17)	-1.086	0.140	0.387	-11.108	9.338	7.629	41.62	48.52	-3.00	71.148	-5.880	-37.730	-0.84842	-0.33414	-0.37457	0.16776	24.8	13111	30
2025-1-4 10:35:16.814	WT901BLE68(96416FE28A17)	-0.807	0.158	0.642	-31.372	-17.578	15.625	38.66	48.84	-1.72	71.148	-5.880	-37.730	-0.84842	-0.33414	-0.37457	0.16776	24.8	13111	30
2025-1-4 10:35:16.935	WT901BLE68(96416FE28A17)	-0.530	-0.067	0.604	0.122	-38.025	20.447	35.62	44.65	2.95	71.050	-8.722	-39.396	-0.84842	-0.33414	-0.37457	0.16776	24.8	13111	30
2025-1-4 10:35:17.25	WT901BLE68(96416FE28A17)	-0.267	-0.367	0.460	56.824	-48.035	-69.397	35.89	43.96	-3.47	71.050	-8.722	-39.396	-0.84842	-0.33414	-0.37457	0.16776	24.8	13111	30
2025-1-4 10:35:17.145	WT901BLE68(96416FE28A17)	-1.054	-0.582	0.524	59.265	-151.428	-275.330	24.38	47.89	-35.62	71.050	-8.722	-39.396	-0.81979	-0.30136	-0.31595	0.37039	24.8	13111	30
