time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-1-4 10:35:17.205	WT901BLE68(96416FE28A17)	-0.895	-1.092	1.407	61.951	13.123	-260.925	-5.70	45.21	-86.53	37.240	-2.450	-53.802	-0.81979	-0.30136	-0.31595	0.37039	24.8	13111	30
2025-1-4 10:35:17.325	WT901BLE68(96416FE28A17)	-0.399	-0.631	1.399	118.835	-100.403	-215.332	-15.29	33.77	-119.79	37.240	-2.450	-53.802	-0.81979	-0.30136	-0.31595	0.37039	24.8	13111	30
2025-1-4 10:35:17.414	WT901BLE68(96416FE28A17)	-0.050	0.010	0.729	107.483	-89.478	-143.127	-11.61	20.30	-140.18	37.240	-2.450	-53.802	-0.26633	-0.03333	-0.07596	0.96024	24.8	13111	30
2025-1-4 10:35:17.565	WT901BLE68(96416FE28A17)	0.316	-0.155	1.350	27.405	-179.626	-100.098	-7.29	5.09	-149.83	37.240	-2.450	-53.802	-0.26633	-0.03333	-0.07596	0.96024	24.8	13111	30
2025-1-4 10:35:17.625	WT901BLE68(96416FE28A17)	0.204	-0.064	0.938	7.935	-69.092	-141.846	-4.98	-6.29	-162.49	37.240	-2.450	-53.802	-0.26633	-0.03333	-0.07596	0.96024	24.8	13111	30
2025-1-4 10:35:17.745	WT901BLE68(96416FE28A17)	-0.167	-0.128	0.090	-20.203	115.845	-242.371	-3.57	-9.03	176.92	6.174	-43.316	-43.218	-0.26633	-0.03333	-0.07596	0.96024	24.8	13111	30
2025-1-4 10:35:17.804	WT901BLE68(96416FE28A17)	-0.189	-0.341	-0.438	84.106	420.105	-301.392	-5.63	21.76	145.29	6.174	-43.316	-43.218	-0.26633	-0.03333	-0.07596	0.96024	24.8	13111	30
2025-1-4 10:35:17.924	WT901BLE68(96416FE28A17)	-0.230	-1.412	-1.895	282.715	652.405	-319.031	-45.27	60.13	73.88	6.174	-43.316	-43.218	0.54404	-0.57074	0.19687	0.58258	24.8	13111	30
2025-1-4 10:35:18.15	WT901BLE68(96416FE28A17)	-1.276	-5.193	-1.638	188.354	-492.065	-456.360	-63.57	30.93	13.97	64.778	8.036	3.038	0.54404	-0.57074	0.19687	0.58258	24.8	13111	30
2025-1-4 10:35:18.136	WT901BLE68(96416FE28A17)	0.844	-8.760	-0.777	-816.284	-811.584	-110.596	-104.29	-16.02	46.10	64.778	8.036	3.038	0.54404	-0.57074	0.19687	0.58258	24.8	13111	30
2025-1-4 10:35:18.225	WT901BLE68(96416FE28A17)	0.829	-9.242	-2.468	-749.695	-1164.246	837.952	130.48	50.57	25.80	64.778	8.036	3.038	0.54404	-0.57074	0.19687	0.58258	24.8	13111	30
2025-1-4 10:35:18.346	WT901BLE68(96416FE28A17)	1.377	-2.664	-0.717	-229.065	-107.117	539.246	64.88	-8.11	-13.26	64.778	8.036	3.038	-0.84055	-0.52457	0.12106	0.05945	24.8	13111	30
2025-1-4 10:35:18.437	WT901BLE68(96416FE28A17)	0.923	-0.504	0.170	-19.104	17.029	153.687	43.99	-49.51	2.69	64.778	8.036	3.038	-0.84055	-0.52457	0.12106	0.05945	24.8	13111	30
2025-1-4 10:35:18.554	WT901BLE68(96416FE28A17)	0.550	0.439	1.218	-50.781	59.387	-21.973	34.87	-53.22	12.77	26.754	-22.932	-57.820	-0.84055	-0.52457	0.12106	0.05945	24.8	13111	30
2025-1-4 10:35:18.616	WT901BLE68(96416FE28A17)	-0.101	0.120	1.905	72.083	87.769	-210.327	33.79	-46.47	11.90	26.754	-22.932	-57.820	-0.84055	-0.52457	0.12106	0.05945	24.8	13111	30
2025-1-4 10:35:18.735	WT901BLE68(96416FE28A17)	-0.739	0.076	0.649	136.719	37.354	-241.394	54.45	-25.10	2.12	26.754	-22.932	-57.820	-0.86206	-0.46927	0.16248	-0.10056	24.8	13111	30
2025-1-4 10:35:18.825	WT901BLE68(96416FE28A17)	-0.981	0.307	-0.008	176.514	341.431	-212.158	69.13	5.10	18.72	71.344	-36.162	-36.260	-0.86206	-0.46927	0.16248	-0.10056	24.8	13111	30
2025-1-4 10:35:18.946	WT901BLE68(96416FE28A17)	-1.282	0.337	-0.178	69.824	218.872	-190.430	86.09	29.74	39.65	71.344	-36.162	-36.260	-0.86206	-0.46927	0.16248	-0.10056	24.8	13111	30
2025-1-4 10:35:19.35	WT901BLE68(96416FE28A17)	-1.428	0.355	-0.125	29.114	33.875	-139.587	98.35	47.76	49.06	71.344	-36.162	-36.260	-0.86206	-0.46927	0.16248	-0.10056	24.8	13111	30
2025-1-4 10:35:19.156	WT901BLE68(96416FE28A17)	-1.290	0.377	-0.188	-18.982	32.471	-66.406	105.11	58.29	57.02	71.344	-36.162	-36.260	-0.65027	-0.46603	-0.59344	0.08762	24.8	13111	30
2025-1-4 10:35:19.216	WT901BLE68(96416FE28A17)	-0.977	0.312	-0.175	-21.912	-41.199	26.733	107.73	60.73	60.80	71.344	-36.162	-36.260	-0.65027	-0.46603	-0.59344	0.08762	24.8	13111	30
2025-1-4 10:35:19.336	WT901BLE68(96416FE28A17)	-0.716	0.090	-0.238	0.610	-60.425	57.312	94.94	57.90	45.84	81.536	-10.682	-16.170	-0.65027	-0.46603	-0.59344	0.08762	24.8	13111	30
2025-1-4 10:35:19.427	WT901BLE68(96416FE28A17)	-1.083	0.155	-0.135	1.587	-49.500	43.091	88.82	53.89	35.56	81.536	-10.682	-16.170	-0.65027	-0.46603	-0.59344	0.08762	24.8	13111	30
2025-1-4 10:35:19.545	WT901BLE68(96416FE28A17)	-0.981	0.228	-0.064	6.531	12.024	3.662	89.63	52.87	33.05	81.536	-10.682	-16.170	-0.69473	-0.51730	-0.48431	0.12268	24.8	13111	30
2025-1-4 10:35:19.635	WT901BLE68(96416FE28A17)	-0.778	0.249	0.083	-28.015	2.625	0.549	91.64	54.27	34.45	81.536	-10.682	-16.170	-0.69473	-0.51730	-0.48431	0.12268	24.8	13111	30
2025-1-4 10:35:19.756	WT901BLE68(96416FE28A17)	-1.213	0.195	0.049	-28.442	-17.761	0.732	87.13	55.28	31.20	81.536	-17.934	-22.344	-0.69473	-0.51730	-0.48431	0.12268	24.8	13111	30
2025-1-4 10:35:19.845	WT901BLE68(96416FE28A17)	-0.836	0.170	-0.028	-7.080	18.860	-13.794	86.95	57.45	30.38	81.536	-17.934	-22.344	-0.69473	-0.51730	-0.48431	0.12268	24.8	13111	30
2025-1-4 10:35:19.965	WT901BLE68(96416FE28A17)	-1.089	0.211	0.126	-29.175	-12.939	3.784	84.87	58.72	28.42	81.536	-17.934	-22.344	-0.70581	-0.47995	-0.49451	0.16373	24.8	13111	30
2025-1-4 10:35:20.27	WT901BLE68(96416FE28A17)	-0.894	0.155	0.016	-5.371	6.897	-11.658	82.79	60.22	25.69	81.536	-17.934	-22.344	-0.70581	-0.47995	-0.49451	0.16373	24.8	13111	30
2025-1-4 10:35:20.144	WT901BLE68(96416FE28A17)	-1.025	0.183	0.046	-13.123	-9.277	1.343	81.55	61.50	23.48	81.046	-14.896	-22.344	-0.70581	-0.47995	-0.49451	0.16373	24.8	13111	30
2025-1-4 10:35:20.233	WT901BLE68(96416FE28A17)	-0.983	0.181	0.054	-3.662	3.357	-8.545	81.17	63.08	21.75	81.046	-14.896	-22.344	-0.70581	-0.47995	-0.49451	0.16373	24.8	13111	30
2025-1-4 10:35:20.355	WT901BLE68(96416FE28A17)	-0.926	0.189	0.042	-3.784	-5.432	2.075	80.13	64.20	19.40	81.046	-14.896	-22.344	-0.69592	-0.46948	-0.49173	0.23099	24.8	13111	30
2025-1-4 10:35:20.445	WT901BLE68(96416FE28A17)	-0.944	0.187	-0.003	-1.404	5.249	-3.601	80.32	65.06	18.30	81.046	-14.896	-22.344	-0.69592	-0.46948	-0.49173	0.23099	24.8	13111	30
2025-1-4 10:35:20.565	WT901BLE68(96416FE28A17)	-0.738	0.181	-0.021	-7.507	11.292	-7.751	81.69	66.56	19.12	80.850	-13.426	-21.854	-0.69592	-0.46948	-0.49173	0.23099	24.8	13111	30
2025-1-4 10:35:20.627	WT901BLE68(96416FE28A17)	-0.965	0.159	0.052	-9.155	6.226	7.507	84.32	67.50	21.77	80.850	-13.426	-21.854	-0.69592	-0.46948	-0.49173	0.23099	24.8	13111	30
2025-1-4 10:35:20.745	WT901BLE68(96416FE28A17)	-1.547	-0.362	0.438	92.468	-101.563	-10.376	76.81	67.35	8.27	80.850	-13.426	-21.854	-0.67239	-0.48904	-0.46078	0.31027	24.8	13111	30
2025-1-4 10:35:20.837	WT901BLE68(96416FE28A17)	-1.473	-0.529	0.755	229.675	-191.711	-75.134	65.21	70.96	-29.14	80.850	-13.426	-21.854	-0.67239	-0.48904	-0.46078	0.31027	24.8	13111	30
2025-1-4 10:35:20.955	WT901BLE68(96416FE28A17)	-1.225	-0.447	1.022	154.480	-386.108	-138.245	19.66	53.83	-104.48	60.172	-19.306	-49.000	-0.67239	-0.48904	-0.46078	0.31027	24.8	13111	30
2025-1-4 10:35:21.47	WT901BLE68(96416FE28A17)	-0.313	-0.178	1.217	85.632	-321.594	-148.010	10.77	25.65	-136.43	60.172	-19.306	-49.000	-0.67239	-0.48904	-0.46078	0.31027	24.8	13111	30
2025-1-4 10:35:21.166	WT901BLE68(96416FE28A17)	-0.028	0.326	0.170	-0.244	-142.578	-180.542	8.31	7.36	-158.83	60.172	-19.306	-49.000	-0.13834	-0.05316	0.05423	0.98743	24.8	13111	30
2025-1-4 10:35:21.227	WT901BLE68(96416FE28A17)	0.133	0.309	0.640	-131.165	-83.984	-91.492	0.69	1.99	-170.89	60.172	-19.306	-49.000	-0.13834	-0.05316	0.05423	0.98743	24.8	13111	30
2025-1-4 10:35:21.376	WT901BLE68(96416FE28A17)	0.397	-0.208	1.164	-162.476	-41.748	-68.970	-14.67	-7.05	-176.24	6.076	-35.476	-47.040	-0.13834	-0.05316	0.05423	0.98743	24.8	13111	30
2025-1-4 10:35:21.437	WT901BLE68(96416FE28A17)	0.054	-0.076	0.700	-118.958	13.794	-114.197	-25.63	-12.50	176.28	6.076	-35.476	-47.040	-0.13834	-0.05316	0.05423	0.98743	24.8	13111	30
2025-1-4 10:35:21.556	WT901BLE68(96416FE28A17)	-0.241	-0.123	0.371	-66.406	149.719	-173.584	-29.65	-13.37	158.42	6.076	-35.476	-47.040	0.23727	0.04810	-0.27084	0.93164	24.8	13111	30
2025-1-4 10:35:21.646	WT901BLE68(96416FE28A17)	-0.622	-0.385	0.140	-34.790	351.685	-202.209	-29.23	-2.55	130.85	6.076	-35.476	-47.040	0.23727	0.04810	-0.27084	0.93164	24.8	13111	30
2025-1-4 10:35:21.764	WT901BLE68(96416FE28A17)	0.601	-1.364	-1.467	222.778	949.768	-256.897	-38.86	33.72	79.49	65.366	-27.538	-38.710	0.23727	0.04810	-0.27084	0.93164	24.8	13111	30
2025-1-4 10:35:21.862	WT901BLE68(96416FE28A17)	-2.382	-4.766	-1.659	158.081	-55.725	-445.557	-73.27	33.11	-4.29	65.366	-27.538	-38.710	0.23727	0.04810	-0.27084	0.93164	24.8	13111	30
2025-1-4 10:35:21.975	WT901BLE68(96416FE28A17)	-1.132	-8.626	0.388	-832.520	-558.167	-257.813	-110.56	-11.97	23.76	65.366	-27.538	-38.710	0.28955	-0.89075	-0.34518	0.05896	24.8	13111	30
2025-1-4 10:35:22.35	WT901BLE68(96416FE28A17)	0.580	-8.112	-1.616	-1079.651	-1034.973	812.256	124.36	33.71	8.55	65.366	-27.538	-38.710	0.28955	-0.89075	-0.34518	0.05896	24.8	13111	30
2025-1-4 10:35:22.157	WT901BLE68(96416FE28A17)	0.886	-3.315	-0.632	-61.951	-360.046	745.056	57.15	-50.82	-29.27	24.402	-33.908	-43.610	0.28955	-0.89075	-0.34518	0.05896	24.8	13111	30
2025-1-4 10:35:22.246	WT901BLE68(96416FE28A17)	1.240	-0.929	0.035	118.835	38.757	155.701	-41.58	-74.22	82.97	24.402	-33.908	-43.610	0.28955	-0.89075	-0.34518	0.05896	24.8	13111	30
2025-1-4 10:35:22.365	WT901BLE68(96416FE28A17)	0.746	-0.644	0.898	-38.208	81.055	44.922	-44.23	-61.78	92.20	24.402	-33.908	-43.610	-0.69193	-0.10516	0.56146	-0.44144	24.8	13111	30
2025-1-4 10:35:22.462	WT901BLE68(96416FE28A17)	-1.139	-0.756	0.752	45.166	236.206	-277.588	-23.32	-58.10	66.19	24.402	-33.908	-43.610	-0.69193	-0.10516	0.56146	-0.44144	24.8	13111	30
2025-1-4 10:35:22.575	WT901BLE68(96416FE28A17)	-1.172	-0.465	0.182	346.130	503.113	-397.217	27.93	-20.55	24.21	47.530	-21.364	-55.076	-0.69193	-0.10516	0.56146	-0.44144	24.8	13111	30
2025-1-4 10:35:22.634	WT901BLE68(96416FE28A17)	-0.875	1.196	-0.121	237.000	5.798	-118.225	66.04	16.80	28.32	47.530	-21.364	-55.076	-0.69193	-0.10516	0.56146	-0.44144	24.8	13111	30
2025-1-4 10:35:22.786	WT901BLE68(96416FE28A17)	-0.819	0.709	0.166	38.086	-50.293	-113.098	79.73	30.96	25.67	47.530	-21.364	-55.076	-0.75122	-0.54959	-0.36276	0.04382	24.8	13111	30
2025-1-4 10:35:22.847	WT901BLE68(96416FE28A17)	-1.041	0.407	0.261	57.556	45.044	-97.229	86.67	44.04	27.95	47.530	-21.364	-55.076	-0.75122	-0.54959	-0.36276	0.04382	24.8	13111	30
2025-1-4 10:35:22.964	WT901BLE68(96416FE28A17)	-1.507	0.687	0.323	-19.409	-51.147	-35.156	86.63	50.73	27.25	80.654	-22.638	-25.872	-0.75122	-0.54959	-0.36276	0.04382	24.8	13111	30
2025-1-4 10:35:23.63	WT901BLE68(96416FE28A17)	-0.531	0.390	0.150	-2.502	-9.338	-30.518	79.74	53.55	22.34	80.654	-22.638	-25.872	-0.75122	-0.54959	-0.36276	0.04382	24.8	13111	30
2025-1-4 10:35:23.175	WT901BLE68(96416FE28A17)	-0.983	0.250	0.039	-24.231	-7.019	20.752	74.53	53.96	18.01	80.654	-22.638	-25.872	-0.74719	-0.47302	-0.44019	0.15515	24.8	13111	30
2025-1-4 10:35:23.265	WT901BLE68(96416FE28A17)	-0.988	0.292	0.105	-36.316	18.433	-4.944	70.80	53.05	18.07	80.654	-22.638	-25.872	-0.74719	-0.47302	-0.44019	0.15515	24.8	13111	30
2025-1-4 10:35:23.385	WT901BLE68(96416FE28A17)	-0.919	0.195	0.094	-39.673	10.742	11.597	72.25	56.76	21.61	79.380	-15.484	-27.930	-0.74719	-0.47302	-0.44019	0.15515	24.8	13111	30
2025-1-4 10:35:23.448	WT901BLE68(96416FE28A17)	-1.038	0.219	0.257	-35.095	-1.404	-10.925	69.11	57.55	21.63	79.380	-15.484	-27.930	-0.74719	-0.47302	-0.44019	0.15515	24.8	13111	30
2025-1-4 10:35:23.568	WT901BLE68(96416FE28A17)	-0.941	0.237	0.219	-14.709	-12.878	12.817	67.49	58.82	20.81	79.380	-15.484	-27.930	-0.76453	-0.40125	-0.48480	0.13919	24.8	13111	30
2025-1-4 10:35:23.653	WT901BLE68(96416FE28A17)	-0.923	0.180	0.184	-2.625	-4.944	8.850	65.87	58.43	18.41	79.380	-15.484	-27.930	-0.76453	-0.40125	-0.48480	0.13919	24.8	13111	30
2025-1-4 10:35:23.776	WT901BLE68(96416FE28A17)	-0.982	0.196	0.171	0.061	-4.761	-1.160	65.11	58.79	16.02	79.968	-14.210	-26.166	-0.76453	-0.40125	-0.48480	0.13919	24.8	13111	30
2025-1-4 10:35:23.867	WT901BLE68(96416FE28A17)	-0.987	0.210	0.150	-2.014	-3.662	-6.165	64.26	60.16	13.54	79.968	-14.210	-26.166	-0.76453	-0.40125	-0.48480	0.13919	24.8	13111	30
2025-1-4 10:35:23.984	WT901BLE68(96416FE28A17)	-0.806	0.199	0.218	3.601	-3.601	-2.380	63.60	61.19	11.35	79.968	-14.210	-26.166	-0.75223	-0.41022	-0.47504	0.20026	24.8	13111	30
2025-1-4 10:35:24.45	WT901BLE68(96416FE28A17)	-0.598	0.057	0.170	18.616	2.686	-19.043	64.09	62.90	8.87	79.968	-14.210	-26.166	-0.75223	-0.41022	-0.47504	0.20026	24.8	13111	30
2025-1-4 10:35:24.196	WT901BLE68(96416FE28A17)	-1.410	-0.346	0.390	55.359	-109.680	-97.717	53.06	66.08	-10.71	76.930	-10.192	-30.870	-0.75223	-0.41022	-0.47504	0.20026	24.8	13111	30
2025-1-4 10:35:24.254	WT901BLE68(96416FE28A17)	-1.185	-0.887	1.255	147.522	-272.522	-149.658	18.02	60.34	-66.44	76.930	-10.192	-30.870	-0.75223	-0.41022	-0.47504	0.20026	24.8	13111	30
2025-1-4 10:35:24.375	WT901BLE68(96416FE28A17)	-0.607	-0.534	1.385	143.860	-253.296	-198.364	7.24	34.44	-106.39	76.930	-10.192	-30.870	-0.47702	-0.20517	-0.06113	0.85236	24.8	13111	30
2025-1-4 10:35:24.464	WT901BLE68(96416FE28A17)	-0.213	-0.148	0.588	44.739	-185.242	-184.692	4.65	13.68	-133.47	76.930	-10.192	-30.870	-0.47702	-0.20517	-0.06113	0.85236	24.8	13111	30
2025-1-4 10:35:24.616	WT901BLE68(96416FE28A17)	0.199	-0.007	0.579	-56.763	-112.732	-183.350	-0.48	0.99	-154.00	5.880	-31.164	-47.922	-0.47702	-0.20517	-0.06113	0.85236	24.8	13111	30
2025-1-4 10:35:24.676	WT901BLE68(96416FE28A17)	0.253	0.268	0.932	-111.816	-87.280	-116.760	-8.85	-7.21	-167.47	5.880	-31.164	-47.922	-0.47702	-0.20517	-0.06113	0.85236	24.8	13111	30
2025-1-4 10:35:24.796	WT901BLE68(96416FE28A17)	0.401	0.043	1.142	-87.463	-4.883	-109.436	-16.34	-13.09	-179.69	5.880	-31.164	-47.922	0.05051	0.11682	-0.16064	0.97873	24.8	13111	30
2025-1-4 10:35:24.858	WT901BLE68(96416FE28A17)	0.031	-0.169	0.848	-83.862	5.432	-149.170	-21.37	-16.75	167.89	5.880	-31.164	-47.922	0.05051	0.11682	-0.16064	0.97873	24.8	13111	30
2025-1-4 10:35:24.974	WT901BLE68(96416FE28A17)	-0.242	-0.149	-0.122	44.434	196.655	-264.526	-13.92	-15.65	143.30	19.502	-42.728	-50.372	0.05051	0.11682	-0.16064	0.97873	24.8	13111	30
2025-1-4 10:35:25.65	WT901BLE68(96416FE28A17)	0.318	-0.653	-0.728	58.899	636.169	-243.591	-7.61	14.02	113.57	19.502	-42.728	-50.372	0.05051	0.11682	-0.16064	0.97873	24.8	13111	30
2025-1-4 10:35:25.185	WT901BLE68(96416FE28A17)	-1.187	-4.294	-1.973	439.819	472.778	-539.124	-66.14	55.34	10.15	19.502	-42.728	-50.372	0.81772	-0.52576	0.21243	0.09836	24.8	13111	30
2025-1-4 10:35:25.275	WT901BLE68(96416FE28A17)	-0.361	-6.914	-0.417	-611.938	-545.654	-356.018	-80.49	-0.67	13.28	19.502	-42.728	-50.372	0.81772	-0.52576	0.21243	0.09836	24.8	13111	30
2025-1-4 10:35:25.395	WT901BLE68(96416FE28A17)	1.272	-8.030	-1.692	-1031.433	-1119.080	-219.299	-178.53	-3.02	57.64	70.756	-24.500	-1.078	0.81772	-0.52576	0.21243	0.09836	24.8	13111	30
2025-1-4 10:35:25.454	WT901BLE68(96416FE28A17)	0.897	-3.577	-0.780	-210.754	-475.403	823.242	69.98	3.94	-36.66	70.756	-24.500	-1.078	0.81772	-0.52576	0.21243	0.09836	24.8	13111	30
2025-1-4 10:35:25.575	WT901BLE68(96416FE28A17)	1.358	-1.215	-0.390	-28.992	-50.537	373.962	41.86	-59.79	-15.15	70.756	-24.500	-1.078	-0.81244	-0.18988	0.52737	-0.16019	24.8	13111	30
2025-1-4 10:35:25.664	WT901BLE68(96416FE28A17)	0.942	-0.312	0.920	-56.885	92.285	45.532	1.11	-65.84	29.16	70.756	-24.500	-1.078	-0.81244	-0.18988	0.52737	-0.16019	24.8	13111	30
2025-1-4 10:35:25.785	WT901BLE68(96416FE28A17)	-0.443	-0.452	1.144	27.466	111.023	-165.955	0.09	-61.01	27.54	21.168	-6.468	-54.390	-0.81244	-0.18988	0.52737	-0.16019	24.8	13111	30
2025-1-4 10:35:25.877	WT901BLE68(96416FE28A17)	-0.744	-0.418	0.187	234.741	443.970	-370.605	32.57	-26.76	4.93	21.168	-6.468	-54.390	-0.81244	-0.18988	0.52737	-0.16019	24.8	13111	30
2025-1-4 10:35:25.997	WT901BLE68(96416FE28A17)	-1.594	0.445	-0.519	347.046	408.081	-162.964	68.86	21.19	17.94	21.168	-6.468	-54.390	-0.65979	-0.61731	-0.42825	-0.00812	24.8	13111	30
2025-1-4 10:35:26.86	WT901BLE68(96416FE28A17)	-1.522	0.481	-0.700	249.817	150.085	-166.443	121.66	37.51	57.29	21.168	-6.468	-54.390	-0.65979	-0.61731	-0.42825	-0.00812	24.8	13111	30
2025-1-4 10:35:26.206	WT901BLE68(96416FE28A17)	-0.787	0.556	-0.954	39.795	-18.372	-34.180	148.08	42.32	70.83	81.732	-17.934	-2.352	-0.65979	-0.61731	-0.42825	-0.00812	24.8	13111	30
2025-1-4 10:35:26.265	WT901BLE68(96416FE28A17)	-1.150	0.473	-0.317	-80.811	-103.027	18.860	137.92	49.88	63.13	81.732	-17.934	-2.352	-0.65979	-0.61731	-0.42825	-0.00812	24.8	13111	30
2025-1-4 10:35:26.385	WT901BLE68(96416FE28A17)	-0.832	0.107	-0.229	-100.525	-90.759	37.354	115.03	54.18	47.21	81.732	-17.934	-2.352	-0.62131	-0.57343	-0.51178	0.15210	24.8	13111	30
2025-1-4 10:35:26.475	WT901BLE68(96416FE28A17)	-0.938	0.151	-0.048	-76.111	-97.351	44.556	98.51	53.75	35.23	81.732	-17.934	-2.352	-0.62131	-0.57343	-0.51178	0.15210	24.8	13111	30
2025-1-4 10:35:26.594	WT901BLE68(96416FE28A17)	-0.917	0.208	-0.076	-32.593	-4.822	3.906	89.04	52.90	27.55	81.634	-20.090	-22.834	-0.62131	-0.57343	-0.51178	0.15210	24.8	13111	30
2025-1-4 10:35:26.685	WT901BLE68(96416FE28A17)	-0.892	0.244	0.115	-15.747	1.648	12.451	87.95	54.04	26.82	81.634	-20.090	-22.834	-0.62131	-0.57343	-0.51178	0.15210	24.8	13111	30
2025-1-4 10:35:26.806	WT901BLE68(96416FE28A17)	-1.090	0.323	0.078	-8.911	-15.930	4.150	86.00	54.37	23.75	81.634	-20.090	-22.834	-0.70386	-0.52011	-0.44980	0.17783	24.8	13111	30
2025-1-4 10:35:26.868	WT901BLE68(96416FE28A17)	-0.820	0.348	0.035	-1.770	-3.479	-1.282	83.55	55.32	20.97	81.634	-20.090	-22.834	-0.70386	-0.52011	-0.44980	0.17783	24.8	13111	30
2025-1-4 10:35:26.986	WT901BLE68(96416FE28A17)	-1.006	0.290	0.176	-4.944	-2.502	3.723	83.09	55.61	20.46	81.144	-20.482	-24.402	-0.70386	-0.52011	-0.44980	0.17783	24.8	13111	30
2025-1-4 10:35:27.75	WT901BLE68(96416FE28A17)	-0.964	0.397	0.060	0.549	2.930	-9.827	82.64	56.91	19.58	81.144	-20.482	-24.402	-0.70386	-0.52011	-0.44980	0.17783	24.8	13111	30
2025-1-4 10:35:27.198	WT901BLE68(96416FE28A17)	-0.818	0.387	0.074	-18.372	-23.499	22.888	79.55	56.82	17.39	81.144	-20.482	-24.402	-0.72159	-0.49747	-0.44031	0.19446	24.8	13111	30
2025-1-4 10:35:27.285	WT901BLE68(96416FE28A17)	-0.995	0.308	0.116	-12.451	8.301	4.089	77.59	55.79	16.83	81.144	-20.482	-24.402	-0.72159	-0.49747	-0.44031	0.19446	24.8	13111	30
2025-1-4 10:35:27.405	WT901BLE68(96416FE28A17)	-0.850	0.306	0.135	-12.146	-3.601	6.409	76.83	56.63	17.34	80.850	-21.070	-25.382	-0.72159	-0.49747	-0.44031	0.19446	24.8	13111	30
2025-1-4 10:35:27.494	WT901BLE68(96416FE28A17)	-0.902	0.218	0.191	11.963	10.803	-8.057	76.46	57.24	16.78	80.850	-21.070	-25.382	-0.72159	-0.49747	-0.44031	0.19446	24.8	13111	30
2025-1-4 10:35:27.616	WT901BLE68(96416FE28A17)	-0.841	0.207	0.159	39.612	1.587	-22.522	78.24	59.83	14.61	80.850	-21.070	-25.382	-0.69009	-0.50366	-0.45163	0.25696	24.8	13111	30
2025-1-4 10:35:27.676	WT901BLE68(96416FE28A17)	-1.047	0.194	0.078	54.016	-4.517	-28.503	80.50	63.11	11.05	80.850	-21.070	-25.382	-0.69009	-0.50366	-0.45163	0.25696	24.8	13111	30
2025-1-4 10:35:27.795	WT901BLE68(96416FE28A17)	-1.515	-0.110	0.216	123.047	-96.985	-28.320	77.62	65.59	-3.17	78.792	-20.188	-30.282	-0.69009	-0.50366	-0.45163	0.25696	24.8	13111	30
2025-1-4 10:35:27.887	WT901BLE68(96416FE28A17)	-1.138	-0.224	0.815	193.909	-345.886	-100.647	48.22	62.53	-57.08	78.792	-20.188	-30.282	-0.69009	-0.50366	-0.45163	0.25696	24.8	13111	30
2025-1-4 10:35:28.6	WT901BLE68(96416FE28A17)	-0.720	-0.025	1.271	85.693	-341.248	-149.780	20.62	41.37	-110.65	78.792	-20.188	-30.282	-0.40302	-0.27783	-0.00421	0.87192	24.8	13111	30
2025-1-4 10:35:28.95	WT901BLE68(96416FE28A17)	-0.226	0.084	1.114	-19.653	-277.222	-160.645	9.28	17.64	-138.87	78.792	-20.188	-30.282	-0.40302	-0.27783	-0.00421	0.87192	24.8	13111	30
2025-1-4 10:35:28.216	WT901BLE68(96416FE28A17)	0.125	0.220	0.361	-50.903	-113.525	-126.160	2.80	2.45	-155.85	9.506	-33.320	-49.784	-0.40302	-0.27783	-0.00421	0.87192	24.8	13111	30
2025-1-4 10:35:28.276	WT901BLE68(96416FE28A17)	0.219	0.116	0.670	-110.596	-103.149	-55.237	-5.15	-5.57	-163.16	9.506	-33.320	-49.784	-0.40302	-0.27783	-0.00421	0.87192	24.8	13111	30
2025-1-4 10:35:28.394	WT901BLE68(96416FE28A17)	0.442	-0.173	0.985	-112.610	1.953	-98.816	-14.84	-12.72	-171.05	9.506	-33.320	-49.784	0.00476	0.12735	-0.17801	0.97568	24.8	13111	30
2025-1-4 10:35:28.486	WT901BLE68(96416FE28A17)	0.152	-0.119	0.689	-137.756	42.786	-106.812	-23.93	-14.82	178.42	9.506	-33.320	-49.784	0.00476	0.12735	-0.17801	0.97568	24.8	13111	30
2025-1-4 10:35:28.605	WT901BLE68(96416FE28A17)	0.183	-0.116	0.096	-7.385	317.261	-202.087	-26.64	-11.38	158.06	16.758	-28.714	-53.900	0.00476	0.12735	-0.17801	0.97568	24.8	13111	30
2025-1-4 10:35:28.695	WT901BLE68(96416FE28A17)	1.528	-1.318	-2.459	353.882	1214.722	-232.971	-23.71	40.55	106.95	16.758	-28.714	-53.900	0.00476	0.12735	-0.17801	0.97568	24.8	13111	30
2025-1-4 10:35:28.815	WT901BLE68(96416FE28A17)	-0.623	-5.309	-1.853	428.711	-509.338	-628.540	-103.22	34.13	-47.63	16.758	-28.714	-53.900	0.63498	-0.77225	-0.01389	0.01129	24.8	13111	30
2025-1-4 10:35:28.908	WT901BLE68(96416FE28A17)	2.039	-8.239	-1.047	-735.168	-242.310	-383.850	-129.13	-6.62	32.63	16.758	-28.714	-53.900	0.63498	-0.77225	-0.01389	0.01129	24.8	13111	30
